date,run,weekly,Total,bike,weekly,total,swim,weekly,total,total,description,,,,,,points,Points,,,,
8/26/2010,,28.5,799,11,11,1013.5,2100,4600,84800,12.3125,,,,,,,,,,,,
8/27/2010,,28.5,799,15,26,1028.5,,4600,84800,15,,,,,,,,,,,,
8/28/2010,6.5,35,805.5,,26,1028.5,1600,6200,86400,7.5,tempo run on dick woods road,,,,40 min,,,,,,,
8/29/2010,13.5,43.5,819,,26,1028.5,,6200,86400,13.5,,,,,,,,,,,,
8/30/2010,,30,819,,26,1028.5,,6200,86400,0,,,,,,,,,,,,
8/31/2010,2.5,30,821.5,21,47,1049.5,2800,6500,89200,25.25,"400u, 2p,1k, 4x1@2, 2x2@4,400,2x2,4x1,1d",,,,,,ride w/celine and her new bike!,,,,,
9/1/2010,7.5,30,829,,47,1049.5,,6500,89200,7.5,"4,8,12,16,12,8,4 on track",,,,1:34; 3:18; 5:07; 6:47; 5:09; 3:22; 1:33,,,,,,,
9/2/2010,3,33,832,,36,1049.5,2300,6700,91500,4.4375,"swim: 3u, 1k, 50x10@faster, 2x(300, 4x100, 50), 1d",,,,,,,,,,,
9/3/2010,,33,832,13,34,1062.5,,6700,91500,13,easy ride,,,,,,,,,,,
9/4/2010,5,31.5,837,20,54,1082.5,,5100,91500,25,morning run,,,afternoon ride,,,,,,,,
9/5/2010,15,33,852,21,75,1103.5,,5100,91500,36,good long run,,,"afternoon ride w/grace and Garrett, easy but good",,,,,,,,
9/6/2010,,33,852,3,78,1106.5,,5100,91500,3,yoga,,,,,,,,,,,
9/7/2010,,30.5,852,13,70,1119.5,1500,3800,93000,13.9375,morning ride,,,afternoon swim,,,,,,,,
9/8/2010,5,28,857,,70,1119.5,,3800,93000,5,8x400 @ 1:34-1:38,,,,,,,,,,,
9/9/2010,3,28,860,3,73,1122.5,1400,2900,94400,6.875,,,,,,,,,,,,
9/10/2010,,28,860,,60,1122.5,,2900,94400,0,get ready for race day!,,,,,,,,,,,
9/11/2010,2,25,862,,40,1122.5,200,3100,94600,2.125,,,,,,,,,,,,
9/12/2010,3.5,13.5,865.5,12.5,31.5,1135,800,3900,95400,16.5,Patriot's sprint,,,1hr21:28,,,,,,,,
9/13/2010,11.5,25,877,,28.5,1135,,3900,95400,11.5,long run with tri girls,,,,,,,,,,,
9/14/2010,3,28,880,,15.5,1135,2700,5100,98100,4.6875,legs tired,,,,,,,,,,,
9/15/2010,,23,880,18,33.5,1153,,5100,98100,18,,,,,,,,,,,,
9/16/2010,1.5,21.5,881.5,,30.5,1153,2400,6100,100500,3,,,,,,,,,,,,
9/17/2010,,21.5,881.5,,30.5,1153,,6100,100500,0,,,,,,,,,,,,
9/18/2010,6.5,26,888,,30.5,1153,,5900,100500,6.5,tempo run on dick woods road,,,,,,,,,,,
9/19/2010,14,36.5,902,21,39,1174,,5100,100500,35,long run with tri girls,,,,,,,,,,,
9/20/2010,,25,902,,39,1174,,5100,100500,0,,,,,,,,,,,,
9/21/2010,,22,902,3,42,1177,1700,4100,102200,4.0625,"5u, 2k, 2p, 5x1@1:50, 3d",,,,,,,,,,,
9/22/2010,5.5,27.5,907.5,,24,1177,,4100,102200,5.5,8x400,,1:33; 1:34; 1:33; 1:35; 1:32; 1:32; 1:36; 1:34,,,,,,,,,
9/23/2010,1.5,27.5,909,3,27,1180,1600,3300,103800,5.5,"1u,1k,1p,1u,1000@17:40,2d",,,,,,,,,,,
9/24/2010,,27.5,909,,27,1180,300,3600,104100,0.1875,"wamr up, view race course",,,,,,,,,,,
9/25/2010,7,28,916,25,52,1205,1500,5100,105600,32.9375,2hr50:30,,Big Lick Olympic Triathlon,,,,,,,,,
9/26/2010,10.5,24.5,926.5,,31,1205,,5100,105600,10.5,,,,,,,,,,,,
9/27/2010,,24.5,926.5,,31,1205,1000,6100,106600,0.625,,,,,,,,,,,,
9/28/2010,,24.5,926.5,,28,1205,,4400,106600,0,,,,,,,,,,,,
9/29/2010,7.5,26.5,934,,28,1205,,4400,106600,7.5,"4x1600; 6:48, 6:49; 6:49; 6:42",,,,,,,,,,,
9/30/2010,,25,934,6,31,1211,,2800,106600,6,,,,,,,,,,,,
10/1/2010,,25,934,16,47,1227,,2500,106600,16,,,,,,,,,,,,
10/2/2010,,18,934,,22,1227,,1000,106600,0,,,,,,,,,,,,
10/3/2010,14.5,22,948.5,,22,1227,1600,2600,108200,15.5,half full,,malf marathon in 1:37:49,,,,,,,,,
10/4/2010,,22,948.5,,22,1227,,1600,108200,0,NEW SHOES,,,,,,,,,,,
10/5/2010,,22,948.5,20,42,1247,,1600,108200,20,,,,,,,,,,,,
10/6/2010,10,24.5,958.5,,42,1247,,1600,108200,10,2x15 minute tempo (ran 2.2 miles per each),,,,,,,,,,,
10/7/2010,,24.5,958.5,5,41,1252,,1600,108200,5,,,,,,,,,,,,
10/8/2010,,24.5,958.5,40,65,1292,,1600,108200,40,,,,,,,,,,,,
10/9/2010,,24.5,958.5,,65,1292,,1600,108200,0,,,,,,,,,,,,
10/10/2010,,10,958.5,10,75,1302,,0,108200,10,,,,,,,,,,,,
10/11/2010,,10,958.5,,75,1302,,0,108200,0,,,,,,,,,,,,
10/12/2010,5,15,963.5,,55,1302,,0,108200,5,,,,,,,,,,,,
10/13/2010,5,10,968.5,,55,1302,,0,108200,5,6x400 no time,,,,,,,,,,,
10/14/2010,,10,968.5,,50,1302,,0,108200,0,,,,,,,,,,,,
10/15/2010,1.25,11.25,969.75,,10,1302,,0,108200,1.25,,,,,,,,,,,,
10/16/2010,6.75,18,976.5,30,40,1332,1500,1500,109700,37.6875,3:11:25 Pinehurst Triathlon,,,,,,,,,,,
10/17/2010,,18,976.5,,30,1332,,1500,109700,0,,,,,,,,,,,,
10/18/2010,,18,976.5,,30,1332,,1500,109700,0,,,,,,,,,,,,
10/19/2010,6,19,982.5,,30,1332,,1500,109700,6,,,,,,,,,,,,
10/20/2010,3.5,17.5,986,,30,1332,,1500,109700,3.5,,,,,,,,,,,,
10/21/2010,4,21.5,990,,30,1332,,1500,109700,4,,,,,,,,,,,,
10/22/2010,,20.25,990,,30,1332,,1500,109700,0,,,,,,,,,,,,
10/23/2010,1.5,15,991.5,,0,1332,,0,109700,1.5,,,,,,,,,,,,
10/24/2010,9.5,24.5,1001,,0,1332,,0,109700,9.5,nightmare on Emmet street 5k,,,,"20:54, 1st place female, 2nd place overall",,,,,,,
10/25/2010,5,29.5,1006,,0,1332,,0,109700,5,,,,,,,,,,,,
10/26/2010,7.25,30.75,1013.25,,0,1332,,0,109700,7.25,"5x400, 1:29, 1:27, 1:28, 1:27, 1:26 last 2 were in spikes",,,,,,,,,,,
10/27/2010,,27.25,1013.25,,0,1332,,0,109700,0,,,,,,,,,,,,
10/28/2010,2,25.25,1015.25,,0,1332,,0,109700,2,,,,,,,,,,,,
10/29/2010,4.5,29.75,1019.75,,0,1332,,0,109700,4.5,cut down workout,,,"2:00 -->1:25, didn't hit last 2 laps, but was still a good workout",,,,,,,,
10/30/2010,,28.25,1019.75,,0,1332,,0,109700,0,,,,,,,,,,,,
10/31/2010,6.25,25,1026,,0,1332,,0,109700,6.25,very unmotivated to run,,,,,,,,,,,
11/1/2010,,20,1026,,0,1332,,0,109700,0,,,,,,,,,,,,
11/2/2010,,12.75,1026,,0,1332,,0,109700,0,cross training,,,,,,,,,,,
11/3/2010,,12.75,1026,,0,1332,,0,109700,0,,,,,,,,,,,,
11/4/2010,1.5,12.25,1027.5,4,4,1336,,0,109700,5.5,,,,,,,,,,,,
11/5/2010,,7.75,1027.5,,4,1336,,0,109700,0,cross training,,,,,,,,,,,
11/6/2010,,7.75,1027.5,15,19,1351,,0,109700,15,,,,,,,,,,,,
11/7/2010,12,13.5,1039.5,,19,1351,,0,109700,12,,,,,,,,,,,,
11/8/2010,,13.5,1039.5,15,34,1366,,0,109700,15,,,,,,,,,,,,
11/9/2010,,13.5,1039.5,,34,1366,,0,109700,0,,,,,,,,,,,,
11/10/2010,0.5,14,1040,20,54,1386,,0,109700,20.5,spin class,,me thinks I should run more,,,and perhaps swim too,,,,,,
11/11/2010,,12.5,1040,,50,1386,,0,109700,0,,,,,,,,,,,,
11/12/2010,,12.5,1040,,50,1386,,0,109700,0,,,,,,,,,,,,
11/13/2010,,12.5,1040,,35,1386,,0,109700,0,,,,,,,,,,,,
11/14/2010,1.5,2,1041.5,,35,1386,,0,109700,1.5,calf tightened up like crazy!!!,,,,,,,,,,,
11/15/2010,,2,1041.5,,20,1386,,0,109700,0,,,,,,,,,,,,
11/16/2010,0.5,2.5,1042,,20,1386,,0,109700,0.5,sports conditioning,,,,,,,,,,,
11/17/2010,,2,1042,,0,1386,,0,109700,0,,,,,,,,,,,,
11/18/2010,1,3,1043,,0,1386,,0,109700,1,calf still really tight,,,yoga,,,,,,,,
11/19/2010,,3,1043,,0,1386,,0,109700,0,,,,,,,,,,,,
11/20/2010,,3,1043,,0,1386,,0,109700,0,,,,,,,,,,,,
11/21/2010,,1.5,1043,,0,1386,,0,109700,0,,,,,,,,,,,,
11/22/2010,,1.5,1043,,0,1386,,0,109700,0,,,,,,,,,,,,
11/23/2010,1,2,1044,13.5,13.5,1399.5,,0,109700,14.5,finally something really good! A really good ride even if it is a little short,,,,,,,,,,,
11/24/2010,2.5,4.5,1046.5,,13.5,1399.5,,0,109700,2.5,calf cramped up badly,,,,,,,,,,,
11/25/2010,,3.5,1046.5,,13.5,1399.5,,0,109700,0,,,,,,,,,,,,
11/26/2010,,3.5,1046.5,,13.5,1399.5,,0,109700,0,^,,,,,,,,,,,
11/27/2010,,3.5,1046.5,,13.5,1399.5,,0,109700,0,thanksgiving and sick and calf! Stupid calf!,,,,,,,,,,,
11/28/2010,,3.5,1046.5,,13.5,1399.5,,0,109700,0,v,,,,,,,,,,,
11/29/2010,,3.5,1046.5,,13.5,1399.5,,0,109700,0,,,,,,,,,,,,
11/30/2010,1,3.5,1047.5,10,10,1409.5,,0,109700,11,I'chi'chi! It is chilly!,,,,,,,,,,,
12/1/2010,,1,1047.5,,10,1409.5,,0,109700,0,,,,,,,,,,,,
12/2/2010,,1,1047.5,,10,1409.5,,0,109700,0,,,,,,,,,,,,
12/3/2010,,1,1047.5,,10,1409.5,,0,109700,0,,,,,,,,,,,,
12/4/2010,,1,1047.5,,10,1409.5,,0,109700,0,,,,,,,,,,,,
12/5/2010,2,3,1049.5,,10,1409.5,,0,109700,2,no calf pain!,,,practice for group exercise,,,,,,,,
12/6/2010,4.5,7.5,1054,,10,1409.5,,0,109700,4.5,again!,,:-),,,,,,,,,
12/7/2010,,6.5,1054,,0,1409.5,,0,109700,0,,,,,,,,,,,,
12/8/2010,1.5,8,1055.5,,0,1409.5,,0,109700,1.5,,,,,,,,,,,,
12/9/2010,,8,1055.5,10,10,1419.5,,0,109700,10,half hour spin class teaching,,,,,,,,,,,
12/10/2010,,8,1055.5,,10,1419.5,,0,109700,0,"hour of yoga, hour of step and sports conditioning",,,,,,,,,,,
12/11/2010,3,11,1058.5,,10,1419.5,,0,109700,3,sometimes it is best to be just a little bit stupid,,,,,,"hard and tempo, legs sore from cycle, step and conditioning",,,,,
12/12/2010,,9,1058.5,,10,1419.5,,0,109700,0,,,,,,,,,,,,
12/13/2010,2,6.5,1060.5,,10,1419.5,,0,109700,2,,,,,,,,,,,,
12/14/2010,,6.5,1060.5,,10,1419.5,,0,109700,0,,,,,,,,,,,,
12/15/2010,,5,1060.5,,10,1419.5,,0,109700,0,,,,,,,,,,,,
12/16/2010,,5,1060.5,,0,1419.5,,0,109700,0,,,,,,,,,,,,
12/17/2010,2,7,1062.5,,0,1419.5,,0,109700,2,,,,,,,,,,,,
12/18/2010,,4,1062.5,,0,1419.5,,0,109700,0,,,,,,,,,,,,
12/19/2010,,4,1062.5,,0,1419.5,,0,109700,0,,,,,,,,,,,,
12/20/2010,4,6,1066.5,,0,1419.5,,0,109700,4,,,,,,,,,,,,
12/21/2010,,6,1066.5,,0,1419.5,,0,109700,0,,,,,,,,,,,,
12/22/2010,,6,1066.5,,0,1419.5,,0,109700,0,,,,,,,,,,,,
12/23/2010,,6,1066.5,,0,1419.5,,0,109700,0,,,,,,,,,,,,
12/24/2010,6,10,1072.5,,0,1419.5,,0,109700,6,,,,,,,,,,,,
12/25/2010,,10,1072.5,,0,1419.5,,0,109700,0,,,,,,,,,,,,
12/26/2010,2,12,1074.5,,0,1419.5,,0,109700,2,,,,,,,,,,,,
12/27/2010,2,10,1076.5,,0,1419.5,,0,109700,2,,,,,,,,,,,,
12/28/2010,,10,1076.5,,0,1419.5,,0,109700,0,,,,,,,,,,,,
12/29/2010,,10,1076.5,18,18,1437.5,,0,109700,18,,,,,,,,,,,,
12/30/2010,,10,1076.5,,18,1437.5,,0,109700,0,,,,,,,,,,,,
12/31/2010,1,5,1077.5,,18,1437.5,,0,109700,1,frisbee!!!,,,,,,,,,,,
1/1/2011,6.7,11.7,6.7,,18,,,0,,6.7,"1mi at midnight, 5.7 with the father at a 8:15 pace",,,,,,,,,,,
1/2/2011,,9.7,6.7,,18,0,,0,0,0,,,,,,,,,,,,
1/3/2011,4.1,11.8,10.8,,18,0,,0,0,4.1,"1mi @ 8:30, 2mi @ 7:29, 3mi @ 7:32, 4mi @ 8:20",,,,,,,,,,,
1/4/2011,7,18.8,17.8,,18,0,,0,0,7,easy at battlefield no GPS,,,,,,,,,,,
1/5/2011,4.7,23.5,22.5,,0,0,,0,0,4.7,battlefield with daddy! One last run for 5 months!,,,,,,,End shoes til return with 151 miles on them,,,,
1/6/2011,,23.5,22.5,,0,0,,0,0,0,,,,,,,,,,,,
1/7/2011,,22.5,22.5,,0,0,,0,0,0,,,,,,,,,,,,
1/8/2011,8,23.8,30.5,,0,0,,0,0,8,through and around holyrood park,,,,,NEW SHOES,,,,,,
1/9/2011,,23.8,30.5,,0,0,,0,0,0,,,,,,,,,,,,
1/10/2011,,19.7,30.5,,0,0,,0,0,0,,,,,,,,,,,,
1/11/2011,,12.7,30.5,,0,0,,0,0,0,,,,,,,,,,,,
1/12/2011,4,12,34.5,,0,0,,0,0,4,,,,,,,,,,,,
1/13/2011,,12,34.5,,0,0,,0,0,0,,,,,,,,,,,,
1/14/2011,,12,34.5,,0,0,,0,0,0,,,,,,,,,,,,
1/15/2011,1,5,35.5,,0,0,2000,2000,2000,2.25,first swim since pinehurst,,,,"600wu, 3x100side, 1touch, 1, 1fly kick, 4x75 x2.5, 50SD",,,,,,,
1/16/2011,10,15,45.5,,0,0,,2000,2000,10,1st run with the Harries,,,,side stich on the way down a hill,,,,,,,
1/17/2011,,15,45.5,,0,0,,2000,2000,0,"bought a bike, should come in soon!",,,,,,,,,,,
1/18/2011,,15,45.5,,0,0,,2000,2000,0,,,,,,,,,,,,
1/19/2011,4.25,15.25,49.75,28,28,28,,2000,2000,32.25,run around holyrood park,,,,ride out of edinburgh into Trittleburgh??,,,,,,,
1/20/2011,,15.25,49.75,,28,28,,2000,2000,0,,,,,,,,,,,,
1/21/2011,,15.25,49.75,,28,28,,2000,2000,0,,,,,,,,,,,,
1/22/2011,4.25,18.5,54,,28,28,,0,2000,4.25,(about 36 min I think),,,,,,,,,,,
1/23/2011,4.25,12.75,58.25,,28,28,,0,2000,4.25,first 3 miles with kyle,,,,,,,,,,,
1/24/2011,9.5,22.25,67.75,,28,28,,0,2000,9.5,"long run kind of with the tri team, but mostly with Alice",,,,,,,,,,,
1/25/2011,,22.25,67.75,,28,28,,0,2000,0,,,,,,,,,,,,
1/26/2011,,18,67.75,,0,28,1200,1200,3200,0.75,,,,,,,,,,,,
1/27/2011,5,23,72.75,,0,28,,1200,3200,5,"31:56 around holyrood. Pushed, felt strong",,,,,,followed by a cooldown,,,,,
1/28/2011,4.25,27.25,77,,0,28,,1200,3200,4.25,"holyrood, no time",,,,,,,,,,,
1/29/2011,4.25,27.25,81.25,,0,28,,1200,3200,4.25,"holyrood, no time",,,,,,,,,,,
1/30/2011,,23,81.25,13,13,41,,1200,3200,13,New Bike,,,,,,,,,,,
1/31/2011,7.5,21,88.75,,13,41,2000,3200,5200,8.75,swim by myself,,,long run?,,,,,,,,
2/1/2011,5.75,26.75,94.5,,13,41,,3200,5200,5.75,7x600; 2:22.9; 2:24.7; 2:23.2; 2:26.2; 2:29.6; rest; 2:20.8; 2:24.4,,,,,,,,,,,
2/2/2011,4,30.75,98.5,,13,41,,2000,5200,4,Holyrood with Emily,,,,,,,,,,,
2/3/2011,,25.75,98.5,,13,41,,2000,5200,0,WEATHER IS CRAZY!!!,,,,,,,,,,,
2/4/2011,,21.5,98.5,,13,41,,2000,5200,0,""" """,,a wee little bit of yoga,,,,,,,,,
2/5/2011,6,23.25,104.5,,13,41,,2000,5200,6,"31 min tempo, 15 out, 16 back, feel pretty out of shape",,,,,,,,,,,
